종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"060310","3S","104978939310","2055","51084642","51084642","0","2024-09"
"095570","AJ네트웍스","216147571500","4830","44751050","45252759","501709","2024-09"
"006840","AK홀딩스","166590971150","12770","13045495","13247561","202066","2024-09"
"054620","APS","108653275120","5980","18169444","19894221","1724777","2024-09"
"265520","AP시스템","263903754380","17570","15020134","15281421","261287","2024-09"
"211270","AP위성","146316895080","10280","14233161","15082304","849143","2024-09"
"109960","AP헬스케어","64134270478","562","114117919","114153169","35250","2024-09"
"139050","BF랩스","24234697905","2805","8639821","8644551","4730","2024-09"
"027410","BGF","348858452070","3645","95708766","95716791","8025","2024-09"
"282330","BGF리테일","1933074178500","111900","17275015","17283906","8891","2024-09"
"126600","BGF에코머티리얼즈","217973184000","3520","61924200","62766899","842699","2024-09"
"138930","BNK금융지주","3107423145440","9760","318383519","320436727","2053208","2024-09"
"001460","BYC","205709156500","32950","6243070","6246150","3080","2024-09"
"013720","CBI","50053933752","1123","44571624","44628136","56512","2024-09"
"083790","CG인바이츠","173011909500","2250","76894182","76894182","0","2024-09"
"001040","CJ","2954783286000","109200","27058455","29176998","2118543","2024-09"
"079160","CJ CGV","927248016800","5600","165580003","165580003","0","2024-09"
"035760","CJ ENM","1279017492300","61700","20729619","21929154","1199535","2024-09"
"311690","CJ 바이오사이언스","109258898980","11990","9112502","9112502","0","2024-09"
"000120","CJ대한통운","1781100019700","89300","19945129","22812344","2867215","2024-09"
"011150","CJ씨푸드","112104011760","3120","35930773","35930773","0","2024-09"
"097950","CJ제일제당","4137171438500","281500","14696879","15054186","357307","2024-09"
"051500","CJ프레시웨이","221523794760","18660","11871586","11871586","0","2024-09"
"058820","CMG제약","313202010220","2255","138892244","138892244","0","2024-09"
"023460","CNH","9393155115","285","32958439","37200000","4241561","2024-09"
"056730","CNT85","55701358400","800","69626698","74111186","4484488","2024-09"
"000480","CR홀딩스","236812608480","5740","41256552","46890490","5633938","2024-09"
"065770","CS","20090519550","1035","19411130","19411130","0","2024-09"
"083660","CSA 코스믹","49822937454","841","59242494","61247181","2004687","2024-09"
"000590","CS홀딩스","72572615800","69700","1041214","1154482","113268","2024-09"
"012030","DB","299726906277","1569","191030533","201173933","10143400","2024-09"
"456440","DB금융스팩11호","12065050000","2270","5315000","5315000","0","2024-09"
"477760","DB금융스팩12호","12118000000","2075","5840000","5840000","0","2024-09"
"016610","DB금융투자","229312090070","5630","40730389","42446389","1716000","2024-09"
"005830","DB손해보험","6574759855500","109500","60043469","70800000","10756531","2024-09"
"000990","DB하이텍","1607527669350","38650","41591919","44398588","2806669","2024-09"
"139130","DGB금융지주","1362757294080","8190","166392832","169145833","2753001","2024-09"
"099520","DGI","58000622016","1284","45171824","45281824","110000","2024-09"
"060900","DGP","29672965900","1175","25253588","25258229","4641","2024-09"
"290120","DH오토리드","42433902430","2735","15515138","15515138","0","2024-09"
"025440","DH오토웨어","32628096380","212","153906115","153906120","5","2024-09"
"001530","DI동일","755461941000","39000","19370819","25215672","5844853","2024-09"
"000210","DL","881183606700","42100","20930727","20955884","25157","2024-09"
"375500","DL이앤씨","1196136104800","31100","38460968","38693623","232655","2024-09"
"068790","DMS","131293471680","5580","23529296","24573061","1043765","2024-09"
"007340","DN오토모티브","934827950700","18060","51762345","60564965","8802620","2024-09"
"004840","DRB동일","88749236220","4605","19272364","19930000","657636","2024-09"
"241520","DSC인베스트먼트","75047056000","2870","26148800","27496125","1347325","2024-09"
"155660","DSR","64000000000","4000","16000000","16000000","0","2024-09"
"069730","DSR제강","52488000000","3645","14400000","14400000","0","2024-09"
"017860","DS단석","407367578000","69500","5861404","5861404","0","2024-09"
"180400","DXVX","127476422640","2590","49218696","49219432","736","2024-09"
"017940","E1","427849574000","74000","5781751","6860000","1078249","2024-09"
"245620","EDGC","57441040175","415","138412145","138493951","81806","2024-09"
"037370","EG","61323550920","7110","8624972","8624972","0","2024-09"
"050120","ES큐브","24162969028","1804","13394107","13564086","169979","2024-09"
"383220","F&F","2325954169500","61500","37820393","38307075","486682","2024-09"
"007700","F&F홀딩스","529397050150","13550","39069893","39114367","44474","2024-09"
"214270","FSN","66827503140","2010","33247514","33250463","2949","2024-09"
