종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"443060","HD현대마린솔루션","5978525000000","134500","44450000","44450000","0","2024-09"
"071970","HD현대마린엔진","680125533650","20050","33921473","33921495","22","2024-09"
"010620","HD현대미포","4183862860200","104900","39884298","39942149","57851","2024-09"
"322000","HD현대에너지솔루션","255920000000","22850","11200000","11200000","0","2024-09"
"042670","HD현대인프라코어","1311544927920","6810","192591032","192655867","64835","2024-09"
"267260","HD현대일렉트릭","12111544896000","336500","35992704","36047135","54431","2024-09"
"329180","HD현대중공업","16618327315200","187200","88773116","88773116","0","2024-09"
"097230","HJ중공업","187770106700","2255","83268340","83274281","5941","2024-09"
"195940","HK이노엔","1310257458750","46250","28329891","28329891","0","2024-09"
"014790","HL D&I","91239228410","2410","37858601","37858601","0","2024-09"
"028300","HLB","8925416931200","68200","130871216","131127236","256020","2024-09"
"003580","HLB글로벌","195395553065","4115","47483731","47489591","5860","2024-09"
"278650","HLB바이오스텝","183125260350","2175","84195522","86730589","2535067","2024-09"
"067630","HLB생명과학","1069856346020","9020","118609351","118679271","69920","2024-09"
"024850","HLB이노베이션","337511202800","3700","91219244","91226268","7024","2024-09"
"047920","HLB제약","640758171950","20150","31799413","31799994","581","2024-09"
"115450","HLB테라퓨틱스","723015515220","9060","79803037","80139933","336896","2024-09"
"046210","HLB파나진","125424313840","2960","42373079","42373079","0","2024-09"
"204320","HL만도","1800805552000","38350","46957120","46957120","0","2024-09"
"060980","HL홀딩스","334340899200","35200","9498321","10169410","671089","2024-09"
"011200","HMM","12950892885840","17290","749039496","749039496","0","2024-09"
"403870","HPSP","2458523447900","30700","80082197","82934144","2851947","2024-09"
"036640","HRS","82146272100","5140","15981765","16354800","373035","2024-09"
"035000","HS애드","103728921600","6400","16207644","16567409","359765","2024-09"
"002460","HS화성","84330735390","8910","9464729","10150000","685271","2024-09"
"487570","HS효성","148434391350","40050","3706227","3725927","19700","2024-09"
"298050","HS효성첨단소재","1197429896000","268000","4468022","4479948","11926","2024-09"
"439730","IBKS제20호스팩","9482000000","2200","4310000","4310000","0","2024-09"
"442770","IBKS제21호스팩","9219900000","2190","4210000","4210000","0","2024-09"
"448760","IBKS제22호스팩","9746000000","2200","4430000","4430000","0","2024-09"
"467930","IBKS제23호스팩","9179100000","2170","4230000","4230000","0","2024-09"
"469480","IBKS제24호스팩","9306000000","2200","4230000","4230000","0","2024-09"
"003560","IHQ","63618682920","10760","5912517","5994566","82049","2024-09"
"095340","ISC","1326079641600","64800","20464192","21197058","732866","2024-09"
"175330","JB금융지주","3503575014660","18270","191766558","195083198","3316640","2024-09"
"234080","JW생명과학","168471947520","10880","15484554","15834554","350000","2024-09"
"067290","JW신약","71577800116","1412","50692493","50841502","149009","2024-09"
"001060","JW중외제약","604561229700","26300","22987119","23285930","298811","2024-09"
"096760","JW홀딩스","214410939400","2975","72070904","73924942","1854038","2024-09"
"035900","JYP Ent.","1683159397200","50800","33133059","35532492","2399433","2024-09"
"318000","KBG","49499364090","5690","8699361","8740223","40862","2024-09"
"024840","KBI메탈","97720817205","2805","34838081","34909199","71118","2024-09"
"105560","KB금융","36288149378000","96200","377215690","393528423","16312733","2024-09"
"024120","KB오토시스","41457500000","3605","11500000","11500000","0","2024-09"
"455250","KB제25호스팩","11365200000","2640","4305000","4305000","0","2024-09"
"458320","KB제26호스팩","12496350000","2270","5505000","5505000","0","2024-09"
"464680","KB제27호스팩","25758380000","1996","12905000","12905000","0","2024-09"
"476470","KB제28호스팩","11450400000","2080","5505000","5505000","0","2024-09"
"478390","KB제29호스팩","12688800000","2040","6220000","6220000","0","2024-09"
"486630","KB제30호스팩","10726200000","2020","5310000","5310000","0","2024-09"
"002380","KCC","1937824058500","263500","7354171","8886471","1532300","2024-09"
"021320","KCC건설","84867830180","4255","19945436","21400000","1454564","2024-09"
"344820","KCC글라스","617804153750","38750","15943333","15970512","27179","2024-09"
"036670","KCI","80593898000","7490","10760200","11270000","509800","2024-09"
"009070","KCTC","135772105000","4540","29905750","30000000","94250","2024-09"
"009440","KC그린홀딩스","20620481360","932","22124980","22434980","310000","2024-09"
"119650","KC코트렐","27419518483","427","64214329","64214329","0","2024-09"
"044180","KD","12233725478","458","26711191","26717799","6608","2024-09"
"092220","KEC","178076906067","887","200763141","200763141","0","2024-09"
"046440","KG모빌리언스","163809842130","4415","37103022","38825568","1722546","2024-09"
"003620","KG모빌리티","965326908410","4915","196404254","196404254","0","2024-09"
"016380","KG스틸","666812383380","6690","99673002","100008897","335895","2024-09"
"151860","KG에코솔루션","223231126160","5320","41960738","49603002","7642264","2024-09"
"035600","KG이니시스","244890089600","9200","26618488","27904434","1285946","2024-09"
"001390","KG케미칼","273876160000","4000","68469040","68469040","0","2024-09"
"226360","KH 건설","60474013950","2555","23668890","23756732","87842","2024-09"
"111870","KH 미래물산","43747975260","8910","4909986","4930249","20263","2024-09"
"033180","KH 필룩스","125157155370","6630","18877399","18903579","26180","2024-09"
"060720","KH바텍","197675854740","8970","22037442","23677442","1640000","2024-09"
"015590","KIB플러그에너지","96688468728","408","236981541","236981544","3","2024-09"
"001940","KISCO홀딩스","250063268400","19800","12629458","16176380","3546922","2024-09"
"058400","KNN","105943776000","800","132429720","132429720","0","2024-09"
"025000","KPX케미칼","223970909100","47100","4755221","4840000","84779","2024-09"
"092230","KPX홀딩스","219361462200","55800","3931209","4224646","293437","2024-09"
"000040","KR모터스","30782085120","512","60121260","60132868","11608","2024-09"
"044450","KSS해운","206358578500","9140","22577525","23085880","508355","2024-09"
"101000","KS인더스트리","66593134400","2210","30132640","30149619","16979","2024-09"
"030200","KT","10754877656250","43750","245825775","252021685","6195910","2024-09"
"033780","KT&G","12145565960100","110700","109716043","130322497","20606454","2024-09"
"058850","KTcs","109832620455","2895","37938729","42685000","4746271","2024-09"
"058860","KTis","81601719030","2665","30619782","34802000","4182218","2024-09"
"122450","KX","149052657140","3590","41518846","45335964","3817118","2024-09"
"052900","KX하이텍","52388310080","964","54344720","55107517","762797","2024-09"
"376190","LB루셈","114021000000","4635","24600000","24600000","0","2024-09"
"061970","LB세미콘","195717126240","4470","43784592","43784592","0","2024-09"
"309960","LB인베스트먼트","88992364410","3870","22995443","23217239","221796","2024-09"
"093050","LF","416654674800","15050","27684696","29240000","1555304","2024-09"
"003550","LG","11762737911200","77800","151192004","157300993","6108989","2024-09"
"034220","LG디스플레이","5180000000000","10360","500000000","500000000","0","2024-09"
"051900","LG생활건강","5152914427500","351500","14659785","15618197","958412","2024-09"
"373220","LG에너지솔루션","97461000000000","416500","234000000","234000000","0","2024-09"
"032640","LG유플러스","4272493818880","9940","429828352","436611361","6783009","2024-09"
"011070","LG이노텍","4179151936200","176600","23664507","23667107","2600","2024-09"
"066570","LG전자","15050540551200","92400","162884638","163647814","763176","2024-09"
"037560","LG헬로비전","202136317650","2610","77446865","77446865","0","2024-09"
"051910","LG화학","23930804277000","339000","70592343","70592343","0","2024-09"
"079550","LIG넥스원","5415898460000","248500","21794360","22000000","205640","2024-09"
"225190","LK삼양","137020788000","2700","50748440","50748440","0","2024-09"
"006260","LS","2967207873000","108500","27347538","32200000","4852462","2024-09"
"010120","LS ELECTRIC","4371153780400","147400","29655046","30000000","344954","2024-09"
"000680","LS네트웍스","251775629730","3195","78803014","78803016","2","2024-09"
"060370","LS마린솔루션","418348252740","15290","27360906","28706781","1345875","2024-09"
"417200","LS머트리얼즈","1048616214500","15500","67652659","67652659","0","2024-09"
"229640","LS에코에너지","870401431200","28700","30327576","30624879","297303","2024-09"
"078020","LS증권","222289101720","4410","50405692","55481190","5075498","2024-09"
"108320","LX세미콘","1005133740000","61800","16264300","16264300","0","2024-09"
"001120","LX인터내셔널","1059254713900","29450","35967902","38760000","2792098","2024-09"
"108670","LX하우시스","360676738500","40300","8949795","8967670","17875","2024-09"
"383800","LX홀딩스","538980948030","7070","76234929","76280690","45761","2024-09"
"476080","M83","101049300000","12980","7785000","7785000","0","2024-09"
"086960","MDS테크","98019808128","1056","92821788","92821788","0","2024-09"
"023150","MH에탄올","37270621290","5810","6414909","7378526","963617","2024-09"
"038340","MIT","39924432729","1233","32379913","32424892","44979","2024-09"
"035420","NAVER","25772138457600","170400","151244944","160784508","9539564","2024-09"
"160550","NEW","64463104860","2310","27906106","27906106","0","2024-09"
"053290","NE능률","56602601475","3425","16526307","16526307","0","2024-09"
"181710","NHN","540518157600","16420","32918280","33766123","847843","2024-09"
"060250","NHN KCP","279944135080","7240","38666317","40160611","1494294","2024-09"
"104200","NHN벅스","47862831960","3540","13520574","14827550","1306976","2024-09"
"005940","NH투자증권","4451133513360","13620","326808628","327492299","683671","2024-09"
"034310","NICE","395752813170","11310","34991407","37503477","2512070","2024-09"
"030190","NICE평가정보","652121102220","11130","58591294","60107670","1516376","2024-09"
"008260","NI스틸","108537444015","3795","28600117","28600117","0","2024-09"
"004250","NPC","170214972300","5020","33907365","36720000","2812635","2024-09"
"222160","NPX","79551289560","8040","9894439","9894439","0","2024-09"
"456040","OCI","658008382500","73500","8952495","8952495","0","2024-09"
"010060","OCI홀딩스","1315566471700","68900","19093853","19563983","470130","2024-09"
"178920","PI첨단소재","583802481360","19880","29366322","29366322","0","2024-09"
"024940","PN풍년","62783182400","6680","9398680","10000000","601320","2024-09"
"005490","POSCO홀딩스","26429462260500","349500","75620779","82624377","7003598","2024-09"
"218410","RFHIC","370209270770","14390","25726843","26484442","757599","2024-09"
"327260","RF머트리얼즈","55646512320","6720","8280731","8433231","152500","2024-09"
"091340","S&K폴리텍","27469310895","2565","10709283","11703721","994438","2024-09"
"010950","S-Oil","6574835052800","58400","112582792","112582792","0","2024-09"
"419530","SAMG엔터","102958776000","12960","7944350","8590930","646580","2024-09"
"019550","SBI인베스트먼트","106031701174","658","161142403","162066575","924172","2024-09"
"034120","SBS","281750104860","15190","18548394","18551238","2844","2024-09"
"036120","SCI평가정보","76573712250","2250","34032761","35500000","1467239","2024-09"
"246960","SCL사이언스","62855750630","8630","7283401","7283401","0","2024-09"
"099220","SDN","69339918080","1280","54171811","56171811","2000000","2024-09"
"036540","SFA반도체","588634346410","3590","163964999","164460303","495304","2024-09"
"255220","SG","249591999150","2990","83475585","94073791","10598206","2024-09"
"040610","SG&G","52913862848","1568","33746086","34087196","341110","2024-09"
"049470","SGA","17955329405","307","58486415","58862249","375834","2024-09"
"184230","SGA솔루션즈","31679518556","508","62361257","62599161","237904","2024-09"
"016250","SGC E&C","49362773320","15260","3234782","3243585","8803","2024-09"
"005090","SGC에너지","400521327600","27800","14407242","14409333","2091","2024-09"
