종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"001740","SK네트웍스","996792952600","5140","193928590","221277902","27349312","2024-09"
"006120","SK디스커버리","589733609400","33300","17709718","18785855","1076137","2024-09"
"210980","SK디앤디","152197824380","8180","18606091","18617382","11291","2024-09"
"302440","SK바이오사이언스","4418787325200","56400","78347293","78347293","0","2024-09"
"326030","SK바이오팜","9624698425000","122900","78313250","78313250","0","2024-09"
"402340","SK스퀘어","11546303004400","86600","133329134","134749960","1420826","2024-09"
"361610","SK아이이테크놀로지","2210112140000","31000","71293940","71297592","3652","2024-09"
"100090","SK오션플랜트","784341276000","13250","59195568","59195568","0","2024-09"
"096770","SK이노베이션","10702659885600","112400","95219394","95735590","516196","2024-09"
"475150","SK이터닉스","513790038720","15260","33669072","33691895","22823","2024-09"
"001510","SK증권","207780913906","502","413906203","472590171","58683968","2024-09"
"285130","SK케미칼","829283886900","48150","17222926","17253783","30857","2024-09"
"017670","SK텔레콤","12240964665000","57500","212886342","214790053","1903711","2024-09"
"000660","SK하이닉스","129401473681800","187800","689038731","728002365","38963634","2024-09"
"048550","SM C&C","163826469189","1707","95973327","96714620","741293","2024-09"
"063440","SM Life Design","62323474516","1354","46029154","46029154","0","2024-09"
"003570","SNT다이내믹스","620309672700","27700","22393851","33252697","10858846","2024-09"
"064960","SNT모티브","544116310200","45450","11971756","14623136","2651380","2024-09"
"100840","SNT에너지","262229903160","13270","19761108","20680783","919675","2024-09"
"036530","SNT홀딩스","339802057000","23500","14459662","16303886","1844224","2024-09"
"067160","SOOP","966531852000","90700","10656360","11494767","838407","2024-09"
"005610","SPC삼립","406882194600","50200","8105223","8629009","523786","2024-09"
"011810","STX","153351247500","4950","30980050","31017927","37877","2024-09"
"465770","STX그린로지스","82162785000","11500","7144590","7171032","26442","2024-09"
"077970","STX엔진","494491550500","21500","22999607","23008904","9297","2024-09"
"002820","SUN&L","37818144540","3135","12063204","12607989","544785","2024-09"
"289080","SV인베스트먼트","84908230000","1595","53234000","53234000","0","2024-09"
"084870","TBH글로벌","29074405686","1394","20856819","20856819","0","2024-09"
"002710","TCC스틸","1145538558900","43700","26213697","26213697","0","2024-09"
"089230","THE E&M","29683345037","1357","21874241","21882953","8712","2024-09"
"032540","TJ미디어","72862315070","5230","13931609","13931609","0","2024-09"
"022220","TKG애강","51690989842","998","51794579","51794579","0","2024-09"
"069260","TKG휴켐스","756673694440","19720","38370877","40878588","2507711","2024-09"
"007980","TP","65148126446","1339","48654314","51175130","2520816","2024-09"
"048770","TPC","40736286645","2595","15697991","15697991","0","2024-09"
"246690","TS인베스트먼트","40714727360","998","40796320","41477862","681542","2024-09"
"317240","TS트릴리온","29786621715","279","106762085","107240922","478837","2024-09"
"002900","TYM","132429569795","3085","42926927","45050956","2124029","2024-09"
"024070","WISCOM","31725726660","2070","15326438","15326438","0","2024-09"
"057030","YBM넷","57778118790","3570","16184347","16312697","128350","2024-09"
"037270","YG PLUS","286700933200","4520","63429410","63429410","0","2024-09"
"040300","YTN","133350000000","3175","42000000","42000000","0","2024-09"
"051390","YW","29914955460","3705","8074212","11355368","3281156","2024-09"
"052220","iMBC","56810000000","2470","23000000","23000000","0","2024-09"
"079940","가비아","176942957100","13650","12962854","13535684","572830","2024-09"
"078890","가온그룹","58326883560","3630","16068012","17410157","1342145","2024-09"
"000500","가온전선","276235110000","38750","7128648","7357946","229298","2024-09"
"399720","가온칩스","425642256000","37050","11488320","11488320","0","2024-09"
"036620","감성코퍼레이션","323959264440","3570","90744892","90744892","0","2024-09"
"000860","강남제비스코","165100000000","25400","6500000","6500000","0","2024-09"
"198440","강동씨앤엘","92445465056","1519","60859424","60931896","72472","2024-09"
"217730","강스템바이오텍","112949110235","2015","56054149","56054149","0","2024-09"
"035250","강원랜드","3345193467000","16500","202738998","213940500","11201502","2024-09"
"114190","강원에너지","331501352220","12690","26123038","26123038","0","2024-09"
