종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"214420","토니모리","KOSPI","화학","7420","-280","-3.64","178486608580"
"019180","티에이치엔","KOSPI","전기·전자","3150","-10","-0.32","56700000000"
"363280","티와이홀딩스","KOSPI","기타금융","3395","-5","-0.15","171207364860"
"36328K","티와이홀딩스우","KOSPI","기타금융","4575","-20","-0.44","5686789050"
"091810","티웨이항공","KOSPI","운송·창고","3325","240","7.78","716135095200"
"004870","티웨이홀딩스","KOSPI","비금속","739","146","24.62","82481041127"
"034230","파라다이스","KOSPI","일반서비스","10100","-200","-1.94","926893392300"
"005690","파미셀","KOSPI","제약","4905","-90","-1.80","294383208420"
"036580","팜스코","KOSPI","음식료·담배","2100","-20","-0.94","77128680300"
"004720","팜젠사이언스","KOSPI","제약","4630","-60","-1.28","84166570750"
"028670","팬오션","KOSPI","운송·창고","3405","-85","-2.44","1820209188360"
"010820","퍼스텍","KOSPI","기계·장비","3510","-30","-0.85","171189502380"
"016800","퍼시스","KOSPI","기타제조","44550","-100","-0.22","512325000000"
"001020","페이퍼코리아","KOSPI","종이·목재","750","-66","-8.09","133487484750"
"090080","평화산업","KOSPI","운송장비·부품","987","0","0.00","54188529633"
"010770","평화홀딩스","KOSPI","운송장비·부품","2755","30","1.10","40293158830"
"022100","포스코DX","KOSPI","일반서비스","26450","0","0.00","4021318582050"
"058430","포스코스틸리온","KOSPI","금속","37000","-100","-0.27","222000000000"
"047050","포스코인터내셔널","KOSPI","유통","49600","-500","-1.00","8725770284800"
"003670","포스코퓨처엠","KOSPI","전기·전자","227000","-4500","-1.94","17584150940000"
"017810","풀무원","KOSPI","음식료·담배","10220","-130","-1.26","389591939240"
"103140","풍산","KOSPI","금속","70900","1300","1.87","1986921310200"
"005810","풍산홀딩스","KOSPI","기타금융","27900","500","1.82","402242446800"
"950210","프레스티지바이오파마","KOSPI","일반서비스","17660","570","3.34","1061298097300"
"009810","플레이그램","KOSPI","유통","361","3","0.84","54831387500"
"086790","하나금융지주","KOSPI","기타금융","66500","2600","4.07","19101518520000"
"293480","하나제약","KOSPI","제약","11040","40","0.36","196213323840"
"039130","하나투어","KOSPI","일반서비스","46900","-600","-1.26","752237776500"
"352820","하이브","KOSPI","일반서비스","192700","-1200","-0.62","8026359091900"
"071090","하이스틸","KOSPI","금속","3070","-90","-2.85","61987815970"
"019490","하이트론","KOSPI","전기·전자","3010","-160","-5.05","90433249690"
"000080","하이트진로","KOSPI","음식료·담배","21050","-150","-0.71","1476312511550"
"000087","하이트진로2우B","KOSPI","음식료·담배","16260","-30","-0.18","18376043880"
"000140","하이트진로홀딩스","KOSPI","기타금융","9310","60","0.65","216054982150"
"000145","하이트진로홀딩스우","KOSPI","기타금융","11400","-70","-0.61","5367234000"
"152550","한국ANKOR유전","KOSPI","기타금융","366","-4","-1.08","25627320000"
"036460","한국가스공사","KOSPI","전기·가스","40350","100","0.25","3724829550000"
"005430","한국공항","KOSPI","운송·창고","55900","-1500","-2.61","176999244500"
"071050","한국금융지주","KOSPI","기타금융","79200","1600","2.06","4413498566400"
"071055","한국금융지주우","KOSPI","기타금융","53600","1300","2.49","314002253600"
"010040","한국내화","KOSPI","비금속","2210","10","0.45","90758207020"
"025540","한국단자","KOSPI","전기·전자","73500","-2600","-3.42","765502500000"
"010100","한국무브넥스","KOSPI","운송장비·부품","3555","140","4.10","108251243100"
"004090","한국석유","KOSPI","비금속","16800","-680","-3.89","213261216000"
"002200","한국수출포장","KOSPI","종이·목재","2650","0","0.00","106000000000"
"002960","한국쉘석유","KOSPI","화학","322500","1000","0.31","419250000000"
"000240","한국앤컴퍼니","KOSPI","기타금융","16510","310","1.91","1567380812400"
"123890","한국자산신탁","KOSPI","기타금융","2925","-5","-0.17","362634924600"
"015760","한국전력","KOSPI","전기·가스","22800","-250","-1.08","14636780955600"
"006200","한국전자홀딩스","KOSPI","기타금융","730","0","0.00","34166289280"
"027970","한국제지","KOSPI","종이·목재","976","-26","-2.59","185613959312"
"023350","한국종합기술","KOSPI","일반서비스","4385","5","0.11","48015750000"
"025890","한국주강","KOSPI","기계·장비","1972","2","0.10","22301858748"
"000970","한국주철관","KOSPI","금속","6370","-40","-0.62","145239185000"
"104700","한국철강","KOSPI","금속","7810","-190","-2.38","331534500000"
"017960","한국카본","KOSPI","기계·장비","10770","0","0.00","559054028040"
"161890","한국콜마","KOSPI","화학","66400","-3800","-5.41","1567377112800"
"161390","한국타이어앤테크놀로지","KOSPI","화학","35550","-650","-1.80","4403758702950"
"034830","한국토지신탁","KOSPI","기타금융","1040","-1","-0.10","262588799200"
"007280","한국특강","KOSPI","금속","1535","-8","-0.52","93348432385"
"168490","한국패러랠","KOSPI","기타금융","148","1","0.68","11842960000"
"047810","한국항공우주","KOSPI","운송장비·부품","57200","0","0.00","5575576120400"
"123690","한국화장품","KOSPI","유통","6370","-230","-3.48","102353160000"
"003350","한국화장품제조","KOSPI","화학","73600","-6300","-7.88","333555200000"
"011500","한농화성","KOSPI","화학","18660","-130","-0.69","291787203720"
"002390","한독","KOSPI","제약","14510","-220","-1.49","199708863830"
"053690","한미글로벌","KOSPI","일반서비스","14020","-60","-0.43","153624851000"
"042700","한미반도체","KOSPI","기계·장비","97800","-400","-0.41","9485977405200"
"008930","한미사이언스","KOSPI","기타금융","40700","1550","3.96","2783536085000"
"128940","한미약품","KOSPI","제약","330500","-2500","-0.75","4234032525500"
"009240","한샘","KOSPI","유통","50700","-500","-0.98","1193170149600"
"020000","한섬","KOSPI","섬유·의류","15700","-160","-1.01","367356450000"
"003680","한성기업","KOSPI","음식료·담배","5070","10","0.20","31482241050"
"105630","한세실업","KOSPI","섬유·의류","15250","-550","-3.48","610000000000"
"069640","한세엠케이","KOSPI","유통","1475","3","0.20","44407090450"
"016450","한세예스24홀딩스","KOSPI","섬유·의류","5090","255","5.27","203600000000"
"010420","한솔PNS","KOSPI","유통","1040","-10","-0.95","21312732480"
"009180","한솔로지스틱스","KOSPI","운송·창고","2220","-10","-0.45","62286595500"
"213500","한솔제지","KOSPI","종이·목재","9350","-30","-0.32","222535385600"
"014680","한솔케미칼","KOSPI","화학","119300","-5100","-4.10","1352288763500"
"004710","한솔테크닉스","KOSPI","전기·전자","4350","-40","-0.91","139677969300"
"004150","한솔홀딩스","KOSPI","기타금융","2285","-5","-0.22","95989598445"
"025750","한솔홈데코","KOSPI","종이·목재","687","-4","-0.58","55348257363"
"004960","한신공영","KOSPI","건설","6790","50","0.74","78565066580"
"011700","한신기계","KOSPI","기계·장비","3330","-165","-4.72","108045682830"
"001750","한양증권","KOSPI","증권","12330","-30","-0.24","156942824220"
"001755","한양증권우","KOSPI","증권","13930","-140","-1.00","7313250000"
"018880","한온시스템","KOSPI","기계·장비","3785","-65","-1.69","2020433000000"
"009420","한올바이오파마","KOSPI","제약","47250","-350","-0.74","2468370145500"
"014130","한익스프레스","KOSPI","운송·창고","3355","-50","-1.47","40260000000"
"300720","한일시멘트","KOSPI","비금속","14180","-70","-0.49","982128637200"
"002220","한일철강","KOSPI","금속","2035","15","0.74","54329331100"
"006390","한일현대시멘트","KOSPI","비금속","14080","250","1.81","272133621760"
"003300","한일홀딩스","KOSPI","비금속","13980","660","4.95","431043718320"
"051600","한전KPS","KOSPI","건설","44600","-350","-0.78","2007000000000"
"052690","한전기술","KOSPI","일반서비스","69800","-800","-1.13","2667756000000"
"130660","한전산업","KOSPI","일반서비스","13050","-370","-2.76","425430000000"
"002320","한진","KOSPI","운송·창고","19040","-170","-0.88","284602837120"
"003480","한진중공업홀딩스","KOSPI","전기·가스","3430","15","0.44","101287255160"
"180640","한진칼","KOSPI","기타금융","88000","-2700","-2.98","5875080552000"
"18064K","한진칼우","KOSPI","기타금융","25000","-450","-1.77","13419150000"
"005110","한창","KOSPI","유통","1254","0","0.00","23332434378"
"009460","한창제지","KOSPI","종이·목재","725","-4","-0.55","43258927350"
"372910","한컴라이프케어","KOSPI","의료·정밀기기","4175","75","1.83","115540645050"
"000880","한화","KOSPI","화학","27900","400","1.45","2091348706500"
"00088K","한화3우B","KOSPI","화학","15260","30","0.20","342922720000"
"452260","한화갤러리아","KOSPI","유통","1281","-24","-1.84","248334160410"
"45226K","한화갤러리아우","KOSPI","유통","2580","-40","-1.53","7493532600"
"451800","한화리츠","KOSPI","일반서비스","3900","-50","-1.27","275340000000"
"088350","한화생명","KOSPI","보험","2890","50","1.76","2510051700000"
"000370","한화손해보험","KOSPI","보험","4720","50","1.07","551007678800"
"009830","한화솔루션","KOSPI","화학","20450","0","0.00","3515202361200"
"009835","한화솔루션우","KOSPI","화학","18810","-180","-0.95","48442314690"
"272210","한화시스템","KOSPI","전기·전자","19070","-150","-0.78","3602692748230"
"012450","한화에어로스페이스","KOSPI","운송장비·부품","378000","4000","1.07","17229678858000"
"082740","한화엔진","KOSPI","기계·장비","15230","-20","-0.13","1270899972660"
"042660","한화오션","KOSPI","운송장비·부품","29750","0","0.00","9115798471500"
"000885","한화우","KOSPI","화학","41000","50","0.12","19651054000"
"489790","한화인더스트리얼솔루션즈","KOSPI","기타금융","43250","50","0.12","2183622867500"
"003530","한화투자증권","KOSPI","증권","3385","-50","-1.46","726244218375"
"003535","한화투자증권우","KOSPI","증권","6680","-60","-0.89","32064000000"
"195870","해성디에스","KOSPI","전기·전자","26750","-950","-3.43","454750000000"
"101530","해태제과식품","KOSPI","음식료·담배","5640","-100","-1.74","164218876080"
"143210","핸즈코퍼레이션","KOSPI","운송장비·부품","1911","-1","-0.05","41804552517"
"000720","현대건설","KOSPI","건설","28050","-300","-1.06","3123529208250"
"000725","현대건설우","KOSPI","건설","42450","-700","-1.62","44771717850"
"453340","현대그린푸드","KOSPI","유통","11600","30","0.26","393018602400"
"086280","현대글로비스","KOSPI","운송·창고","124500","2400","1.97","9337500000000"
"064350","현대로템","KOSPI","운송장비·부품","64300","700","1.10","7017849439900"
"079430","현대리바트","KOSPI","기타제조","7730","-220","-2.77","158737729860"
"012330","현대모비스","KOSPI","운송장비·부품","256500","6500","2.60","23853241611000"
"069960","현대백화점","KOSPI","유통","44900","-750","-1.64","1050769600900"
"004560","현대비앤지스틸","KOSPI","금속","12400","-200","-1.59","186977256400"
"004310","현대약품","KOSPI","제약","3860","-25","-0.64","123520000000"
"017800","현대엘리베이","KOSPI","기계·장비","44600","-300","-0.67","1743520371000"
"307950","현대오토에버","KOSPI","일반서비스","142300","2600","1.86","3902432638600"
"011210","현대위아","KOSPI","운송장비·부품","46300","-2250","-4.63","1259132342900"
"004020","현대제철","KOSPI","금속","25550","-1000","-3.77","3409539806750"
"005440","현대지에프홀딩스","KOSPI","기타금융","4380","0","0.00","682860838380"
"005380","현대차","KOSPI","운송장비·부품","225500","-3000","-1.31","47223351070500"
"005387","현대차2우B","KOSPI","운송장비·부품","169900","1200","0.71","6075520530900"
"005389","현대차3우B","KOSPI","운송장비·부품","163000","-300","-0.18","388005852000"
"005385","현대차우","KOSPI","운송장비·부품","163600","-1200","-0.73","3905457236800"
"001500","현대차증권","KOSPI","증권","8830","-50","-0.56","280021922460"
"011760","현대코퍼레이션","KOSPI","유통","18860","740","4.08","249498298760"
"227840","현대코퍼레이션홀딩스","KOSPI","유통","10500","90","0.86","95558778000"
"126560","현대퓨처넷","KOSPI","통신","3815","-60","-1.55","420424235175"
"001450","현대해상","KOSPI","보험","30350","350","1.17","2713290000000"
"057050","현대홈쇼핑","KOSPI","유통","46600","-250","-0.53","559200000000"
"093240","형지엘리트","KOSPI","섬유·의류","1390","50","3.73","47488314450"
"003010","혜인","KOSPI","유통","4835","-35","-0.72","61466131745"
"111110","호전실업","KOSPI","섬유·의류","8460","370","4.57","82484864640"
"008770","호텔신라","KOSPI","유통","43000","-700","-1.60","1687669203000"
"008775","호텔신라우","KOSPI","유통","37050","-800","-2.11","27857116950"
"378850","화승알앤에이","KOSPI","운송장비·부품","3755","0","0.00","71321054365"
"241590","화승엔터프라이즈","KOSPI","기타제조","8790","120","1.38","532579736040"
"006060","화승인더","KOSPI","화학","4055","-45","-1.10","224322600000"
"013520","화승코퍼레이션","KOSPI","운송장비·부품","1871","0","0.00","93645892492"
"010690","화신","KOSPI","운송장비·부품","8880","-170","-1.88","310093240800"
"133820","화인베스틸","KOSPI","금속","838","-16","-1.87","25832286884"
"010660","화천기계","KOSPI","기계·장비","2760","35","1.28","60720000000"
"000850","화천기공","KOSPI","기계·장비","26450","-550","-2.04","58190000000"
"016580","환인제약","KOSPI","제약","13140","-90","-0.68","244404919800"
"032560","황금에스티","KOSPI","금속","5310","-40","-0.75","90270000000"
"004800","효성","KOSPI","기타금융","49900","150","0.30","835346309300"
"094280","효성ITX","KOSPI","일반서비스","12400","10","0.08","143321680000"
"298040","효성중공업","KOSPI","전기·전자","392000","3000","0.77","3655222816000"
"298020","효성티앤씨","KOSPI","화학","297000","1500","0.51","1285321554000"
"298000","효성화학","KOSPI","화학","39550","-200","-0.50","149966125050"
"093370","후성","KOSPI","화학","5860","-110","-1.84","628516233800"
"081660","휠라홀딩스","KOSPI","유통","39550","-400","-1.00","2376790432450"
"005870","휴니드","KOSPI","전기·전자","8210","10","0.12","115892483150"
"079980","휴비스","KOSPI","화학","2605","60","2.36","89872500000"
"005010","휴스틸","KOSPI","금속","3935","-75","-1.87","221100075125"
"000540","흥국화재","KOSPI","보험","3430","90","2.69","220352272350"
"000545","흥국화재우","KOSPI","보험","5250","10","0.19","4032000000"
"003280","흥아해운","KOSPI","운송·창고","1905","-40","-2.06","458009432595"
